id,Title,Embedding_10d,Danceability,Energy,Valence,Loudness,Speechiness,Acousticness,Instrumentalness
0QHEIqNKsMoOY5urbzN48u,Made You Look,"0.1074,0.0219,0.1040,0.0990,-0.0473,-0.0060,0.2045,0.1621,-0.2187,-0.1890",0.8458549222797932,0.47661469933184863,0.9001062699256112,0.8417021122702217,0.07166123778501629,0.34708249496981886,0.0
0QfZ8OHFnFzLe66iFBww2U,Lux Æterna,"0.1072,0.0424,0.1071,0.0414,-0.0347,-0.0541,0.2347,0.1566,-0.2511,-0.1310",0.30181347150259075,1.0,0.2189160467587673,0.8678261999986404,0.09283387622149837,0.0,0.0011098779134295228
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,"0.0676,0.0174,0.0429,0.0104,-0.0531,-0.0285,0.1285,0.0737,-0.1615,-0.1009",0.7383419689119173,0.47327394209354123,0.9436769394261426,0.8058925634452125,0.05700325732899024,0.5362173038229376,0.0
0SCMVUZ21uYYB8cc0ScfbV,Bombonzinho - Ao Vivo,"0.0045,0.0268,0.0452,0.0431,-0.0002,0.0100,0.0989,0.0438,-0.1168,-0.0780",0.6075129533678758,0.9476614699331848,0.7109458023379385,0.8368149530012999,0.052117263843648204,0.30181086519114686,0.0
0Sfn2TYbpQtCGMBf6C0Y6T,PLAYA DEL INGLÉS,"0.0248,0.0386,0.0607,-0.0155,0.0152,0.0524,0.1498,0.0829,-0.1270,-0.1201",0.7875647668393785,0.7115812917594655,0.6578108395324125,0.855386158223203,0.03908794788273616,0.08249496981891348,0.0
0SvD6EdetxVtXei2JhkV4B,Wonderful Dream (Holidays Are Coming) - Radio Version,"0.0726,0.0533,0.0705,0.0770,-0.0194,-0.0090,0.1949,0.1271,-0.2051,-0.1268",0.5090673575129535,0.6447661469933186,0.5175345377258237,0.7565766835497285,0.016286644951140065,0.11468812877263582,0.0
0T2pB7P1VdXPhLdQZ488uH,Normal,"0.0664,0.0262,0.1358,0.0618,0.0044,0.0496,0.1295,0.0670,-0.1353,-0.0600",0.678756476683938,0.5155902004454344,0.5356004250797025,0.7837226318525581,0.24104234527687296,0.03420523138832998,0.0
0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. Jay-Z),"0.0991,0.0542,0.0629,0.0341,-0.0382,-0.0181,0.1597,0.0840,-0.1716,-0.1549",0.6204663212435235,0.7360801781737194,0.7056323060573858,0.7074829472573771,0.3045602605863192,0.0020120724346076456,0.0
0UbesRsX2TtiCeamOIVEkp,Ch y la Pizza,"0.0858,0.0286,0.0282,0.0383,-0.0157,-0.0221,0.0764,0.0663,-0.0933,-0.0353",0.5738341968911919,0.6358574610244989,0.8586609989373009,0.8790222375965341,0.15309446254071662,0.33098591549295775,0.0
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,"0.0942,0.0261,0.1141,0.0342,-0.0247,-0.0115,0.1944,0.1529,-0.2377,-0.1369",0.5854922279792748,0.6080178173719377,0.5270988310308183,0.7080160919048959,0.04723127035830618,0.13078470824949698,0.0
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,"-0.0404,-0.0017,0.0763,-0.0758,0.0303,-0.0299,0.1859,0.0546,-0.1385,-0.0701",0.42616580310880847,0.7048997772828508,0.31562167906482474,0.7363171869440162,0.06026058631921824,0.0010060362173038228,0.0
0WFryfbNKPXVtVQlz5dZ8H,hotline (edit),"0.1117,0.0466,0.0814,0.0854,-0.0650,-0.0212,0.2421,0.1189,-0.2190,-0.1859",0.428756476683938,0.1748329621380846,0.2837407013815091,0.2878981096601233,0.05863192182410423,0.8209255533199195,0.9489456159822419
0WoVfPjxsf9MTvPt9ptqeE,SLUT ME OUT,"0.1188,0.0359,0.0781,0.0973,-0.0392,0.0002,0.1920,0.1769,-0.2503,-0.1878",0.9753886010362699,0.566815144766147,0.7109458023379385,0.7157911180145444,0.6449511400651465,0.11770623742454729,0.0
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"0.0543,0.0549,0.0490,0.0524,-0.0188,-0.0052,0.1130,0.0781,-0.1562,-0.1049",0.7979274611398967,0.7895322939866372,0.8129649309245485,0.7686612955601534,0.024429967426710095,0.3843058350100603,0.0011098779134295228
0XER3HPMx223xWaAgNKp4Y,My Mind & Me,"0.0735,0.0468,0.0894,0.0944,-0.0473,0.0035,0.1863,0.1680,-0.2429,-0.1329",0.5375647668393784,0.32516703786191536,0.21997874601487782,0.7455139321137145,0.017915309446254073,0.5694164989939637,0.0
0Xh6R6XLoTDRBYriQRgkHj,Memories (feat. Kid Cudi),"0.0544,0.0162,0.0927,0.0502,-0.0311,-0.0166,0.1399,0.0709,-0.1699,-0.1108",0.4689119170984458,0.9164810690423163,0.3560042507970245,0.8249524845940078,0.38436482084690554,0.0020120724346076456,0.0
0YFqKxV9uNu6LUeYkLOKRS,On Time (with John Legend),"0.1198,0.0251,0.0984,0.0138,-0.0454,-0.0239,0.2000,0.1511,-0.1954,-0.1392",0.2318652849740933,0.5824053452115813,0.4824654622741765,0.7050393676229163,0.05374592833876221,0.7404426559356136,0.0022197558268590455
0YWUHZPJVg4iujddsJDwhM,My Only Wish (This Year),"0.1115,0.0602,0.1122,0.0493,-0.0250,-0.0349,0.1818,0.1688,-0.2291,-0.1694",0.6269430051813474,0.8307349665924276,0.7066950053134963,0.832638653262403,0.006514657980456029,0.17002012072434608,0.0
0Ymjv0OJeIIPXr6s9wi3iW,MATHEMATICAL DISRESPECT,"0.0725,0.0358,0.1020,0.0410,-0.0635,-0.0166,0.2037,0.1487,-0.2370,-0.1440",0.790155440414508,0.45657015590200445,0.47077577045696073,0.9995991196537864,0.4560260586319218,0.06136820925553319,0.0
0ZxhtATQ0a6EvQNZ0z6NKV,Princess Diana (with Nicki Minaj),"0.0383,0.0581,0.0693,0.0392,-0.0114,-0.0283,0.1979,0.0887,-0.1901,-0.1085",0.9235751295336793,0.6447661469933186,0.7492029755579173,0.769105582766419,0.26710097719869713,0.14084507042253522,0.0
0a4MMyCrzT0En247IhqZbD,Hype Boy,"-0.0527,0.0896,0.0187,0.0218,0.0665,-0.0327,0.0698,0.0894,-0.0783,0.0073",0.528497409326425,0.933184855233853,0.7927736450584486,0.9998048246302874,0.3289902280130293,0.26961770623742454,0.0
0aoUM0zcu0kCX7Cv7O939I,Merry Christmas,"0.0589,0.0600,0.0829,0.0379,0.0251,-0.0464,0.1202,0.1145,-0.1149,-0.1110",0.5297927461139897,0.933184855233853,0.6004250797024443,0.9103000569176338,0.02117263843648208,0.24446680080482894,0.0
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,"0.0430,0.0507,0.0571,0.0485,0.0001,-0.0314,0.1133,0.0765,-0.1246,-0.0802",0.5777202072538862,0.9242761692650335,0.45483528161530296,0.8761343707558075,0.016286644951140065,0.20020120724346077,0.1320754716981132
0bMoNdAnxNR0OuQbGDovrr,ANTIFRAGILE,"-0.0066,0.0493,0.0407,0.0488,0.0304,-0.0104,0.1367,0.0864,-0.1398,-0.0614",0.8989637305699484,0.7650334075723831,0.842720510095643,0.824730340990875,0.09446254071661238,0.07645875251509053,0.0
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,"0.0634,0.0262,0.1169,0.0611,-0.0783,-0.0229,0.1945,0.1569,-0.2626,-0.1490",0.19559585492227988,0.5902004454342985,0.33262486716259304,0.6683856731060025,0.024429967426710095,0.16498993963782693,0.0
0cqRj7pUJDkTCEsJkx8snD,Shake It Off,"0.0942,0.0261,0.1141,0.0342,-0.0247,-0.0115,0.1944,0.1529,-0.2377,-0.1369",0.5984455958549225,0.7828507795100224,0.9617428267800214,0.7607529832886253,0.23127035830618892,0.06539235412474849,0.0
0cv6mTbrqr8vxGC31NjKtM,Everything I Love,"0.1125,0.0178,0.0555,0.0653,-0.0577,0.0053,0.2292,0.1322,-0.2260,-0.1528",0.49352331606217625,0.8329621380846325,0.7024442082890543,0.8303727885104484,0.006514657980456022,0.005030181086519115,0.0011098779134295228
0f0SbtoKGe41cX5LzlnX6X,Tinnitus (Wan be a rock),"-0.0146,0.0485,-0.0203,0.0181,0.0272,-0.0105,0.0985,0.0571,-0.1004,-0.0218",0.9261658031088086,0.6993318485523385,0.8012752391073328,0.7239215738892053,0.18241042345276876,0.1800804828973843,0.0011098779134295228
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"0.0471,0.0374,0.0396,-0.0429,0.0655,0.0352,0.1001,0.0544,-0.1614,-0.0883",0.7370466321243525,0.611358574610245,0.41657810839532416,0.7424927791111082,0.4788273615635179,0.15291750503018106,0.0
